,id,name,position_id,position_2_id,squad_id,age,club_id,birth_year,matches_played,starts,minutes_played
413,414,Nahuel Molina,2,,8,24-254,77,1998,6,5,477
414,415,César Montes,2,,19,25-295,129,1997,3,3,270
415,416,Gonzalo Montiel,2,1,8,25-349,11,1997,3,1,88
416,417,Kim Moonhwan,2,,31,27-137,143,1995,4,4,360
417,418,Kieffer Moore,3,,18,30-130,191,1992,3,2,225
418,419,Shaquell Moore,2,,1,26-044,194,1996,2,0,22
419,420,Aaron Mooy,1,,23,32-092,78,1990,4,4,360
420,421,Álvaro Morata,3,,14,30-054,77,1992,4,1,185
421,422,Héctor Moreno,2,,19,34-333,129,1988,3,3,270
422,423,Hidemasa Morita,1,,22,27-220,90,1995,3,3,285
423,424,Joe Morrell,1,,18,25-347,195,1997,2,0,33
424,425,Jordan Morris,3,2,1,28-051,196,1994,2,0,4
425,426,Youssoufa Moukoko,3,,32,18-026,56,2004,1,0,1
426,427,Mason Mount,1,,16,23-340,44,1999,4,2,186
427,428,Youssef Msakni,1,3,2,32-049,197,1990,2,2,169
428,429,Thomas Müller,3,1,32,33-094,92,1989,3,3,201
429,430,Munir,4,,7,33-220,112,1989,1,1,90
430,431,Mohammed Muntari,3,1,11,28-361,22,1993,3,0,63
431,432,Yunus Musah,1,,1,20-017,82,2002,4,4,343
432,433,Jamal Musiala,1,3,32,19-293,92,2003,3,3,258
433,434,Joakim Mæhle,2,,20,25-210,172,1997,3,3,249
434,435,Georges-Kévin N'Koudou,3,1,6,27-306,155,1995,2,0,27
435,436,Yuto Nagatomo,1,2,22,36-095,198,1986,4,4,209
436,437,Sami Al-Najei,1,,4,25-312,7,1997,1,1,45
437,438,Keylor Navas,4,,12,36-001,147,1986,3,3,270
438,439,Iliman Ndiaye,3,1,5,22-285,199,2000,3,2,135
439,440,Victor Nelsson,2,,20,24-063,192,1998,1,1,90
440,441,Manuel Neuer,4,,32,36-264,92,1986,3,3,270
441,442,Rúben Neves,1,,30,25-278,149,1997,5,4,268
442,443,Neymar,1,,17,30-314,147,1992,3,3,279
443,444,Moumi Ngamaleu,3,1,6,28-160,200,1994,2,1,95
444,445,Jerome Ngom Mbekeli,1,,6,24-077,201,1998,1,0,5
445,446,Rasmus Nissen,2,,20,25-158,1,1997,3,3,224
446,447,Nicolas Nkoulou,2,,6,32-264,202,1990,2,2,180
447,448,Andries Noppert,4,,13,28-253,203,1994,5,5,480
448,449,Ahmad Nourollahi,1,,21,29-317,204,1993,3,3,223
449,450,Olivier Ntcham,1,,6,26-310,23,1996,1,0,25
450,451,Matheus Nunes,1,,30,24-111,149,1998,2,1,73
451,452,Darwin Núñez,3,,27,23-175,21,1999,3,3,240
452,453,Christian Nørgaard,1,,20,28-281,98,1994,1,0,6
453,454,Guillermo Ochoa,4,,19,37-156,37,1985,3,3,270
454,455,Denis Odoi,2,,3,34-203,69,1988,1,0,13
455,456,Noah Okafor,3,1,10,22-206,205,2000,3,0,45
456,457,Mathías Olivera,2,,27,25-046,181,1997,3,3,253
457,458,Dani Olmo,3,,14,24-223,104,1998,4,4,367
458,459,Amadou Onana,1,,15,21-122,132,2001,2,1,104
459,460,André Onana,4,,6,26-258,68,1996,1,1,80
460,461,Gaël Ondoua,1,,6,27-042,206,1995,2,0,47
461,462,Loïs Openda,3,,15,22-303,3,2000,1,0,13
462,463,Mislav Oršić,3,,25,29-352,179,1992,5,0,73
463,464,Jonathan Osorio,1,3,9,30-187,169,1992,3,1,119
464,465,Nicolás Otamendi,2,,8,34-307,47,1988,6,6,570
465,466,Otávio,1,,30,27-310,95,1995,3,3,196
466,467,Samuel Oum Gouet,1,,6,25-003,207,1997,2,1,100
467,468,Azzedine Ounahi,1,,7,22-241,64,2000,6,6,533
468,469,Bryan Oviedo,2,,12,32-301,208,1990,3,3,260
469,470,Mohammed Al-Owais,4,,4,31-067,4,1991,3,3,270
470,471,Juan Pablo Vargas,2,,12,27-193,209,1995,1,1,90
471,472,Exequiel Palacios,1,2,8,24-072,43,1998,3,0,50
472,473,João Palhinha,1,,30,27-160,159,1995,3,0,38
473,474,Lucas Paquetá,1,,17,25-111,15,1997,4,4,314
474,475,Leandro Paredes,1,,8,28-170,66,1994,4,2,206
475,476,Thomas Partey,1,,3,29-186,162,1993,3,3,270
476,477,Mario Pašalić,3,,25,27-310,172,1995,6,2,246
477,478,Benjamin Pavard,2,,29,26-263,92,1996,1,1,88
478,479,Strahinja Pavlović,2,,24,21-206,205,2001,3,3,235
479,480,Pedri,1,,14,20-021,19,2002,4,4,356
480,481,Pedro,3,,17,25-179,101,1997,2,0,64
481,482,Facundo Pellistri,1,3,27,20-361,35,2001,3,2,181
482,483,Pepe,2,,30,39-293,95,1983,4,4,360
483,484,Danilo Pereira,2,,30,31-098,147,1991,1,1,90
484,485,Ivan Perišić,3,2,25,33-317,59,1989,6,6,579
485,486,Bruno Petković,3,,25,28-091,179,1994,5,1,209
486,487,Germán Pezzella,2,,8,31-172,79,1991,2,0,55
487,488,Kalvin Phillips,1,,16,27-014,18,1995,2,0,42
488,489,Krzysztof Piątek,3,,26,27-168,67,1995,2,0,28
489,490,Jordan Pickford,4,,16,28-284,132,1994,5,5,450
490,491,Orbelín Pineda,1,,19,26-267,146,1996,1,1,76
491,492,Gonzalo Plata,1,3,28,22-045,210,2000,3,3,269
492,493,Jackson Porozo,2,,28,22-134,211,2000,2,1,96
493,494,Morteza Pouraliganji,2,,21,30-241,55,1992,3,3,270
494,495,Ángelo Preciado,2,,28,24-301,212,1998,3,3,264
495,496,Christian Pulisic,3,1,1,24-089,44,1998,4,4,315
496,497,Adrien Rabiot,1,,29,27-257,66,1995,5,4,388
497,498,Nemanja Radonjić,2,3,24,26-304,182,1996,3,0,60
498,499,Baba Rahman,2,,3,28-167,151,1994,3,2,183
499,500,Gonçalo Ramos,3,1,30,21-179,47,2001,4,2,152
500,501,Aaron Ramsey,1,,18,31-355,213,1990,3,3,266
501,502,Raphinha,3,,17,26-002,19,1996,5,4,315
502,503,Marcus Rashford,3,,16,25-046,35,1997,5,1,140
503,504,David Raum,2,,32,24-238,104,1998,3,3,242
504,505,Bassam Al-Rawi,2,,11,25-000,22,1997,1,1,90
505,506,Tim Ream,2,,1,35-072,159,1987,4,4,360
506,507,Djorkaeff Reasco,3,,28,23-332,214,1999,1,0,27
507,508,Gio Reyna,3,,1,20-033,56,2002,2,0,53
508,509,Ramin Rezaeian,2,,21,32-270,215,1990,2,2,180
509,510,Everton Ribeiro,1,,17,33-250,101,1989,1,0,36
510,511,Declan Rice,1,,16,23-336,15,1999,5,5,417
511,512,Richarlison,3,,17,25-220,59,1997,4,4,323
512,513,Fabian Rieder,3,,10,20-303,121,2002,2,1,68
513,514,Ró-Ró,2,,11,32-132,14,1990,3,3,262
514,515,Connor Roberts,2,,18,27-084,216,1995,3,2,200
515,516,Antonee Robinson,2,,1,25-130,159,1997,4,4,359
516,517,Sergio Rochet,4,,27,29-268,217,1993,3,3,270
517,518,Joe Rodon,2,,18,25-055,110,1997,3,3,270
518,519,Rodri,2,,14,26-177,18,1996,4,4,390
519,520,Charly Rodríguez,1,,19,25-347,36,1997,2,0,34
520,521,Guido Rodríguez,1,,8,28-248,79,1994,1,1,56
521,522,Kevin Rodríguez,3,,28,22-287,218,2000,2,0,2
522,523,Ricardo Rodríguez,2,,10,30-113,182,1992,4,4,359
523,524,Rodrygo,1,3,17,21-341,39,2001,5,1,181
524,525,Mohamed Ali Ben Romdhane,1,,2,23-101,83,1999,1,1,73
525,526,Cristian Romero,2,,8,24-233,59,1998,6,5,427
526,527,Cristiano Ronaldo,3,,30,37-314,35,1985,5,3,290
527,528,Marten de Roon,1,,13,31-262,172,1991,5,3,184
528,529,Kye Rowles,2,,23,24-175,41,1998,4,4,360
529,530,Antonio Rüdiger,2,,32,29-288,39,1993,3,3,270
530,531,Bryan Ruiz,1,,12,37-120,62,1985,1,0,30
531,532,Mathew Ryan,4,,23,30-252,94,1992,4,4,360
532,533,Youssouf Sabaly,2,,5,29-286,79,1993,4,4,360
533,534,Abdelhamid Sabiri,1,,7,26-018,60,1996,4,1,136
534,535,Romain Saïss,2,,7,32-265,155,1990,6,6,466
535,536,Bukayo Saka,3,,16,21-102,162,2001,4,4,288
536,537,Hiroki Sakai,1,2,22,32-248,219,1990,2,1,119
537,538,Youstin Salas,2,1,12,26-182,220,1996,2,0,47
538,539,William Saliba,2,,29,21-267,162,2001,1,0,28
539,540,Mohammed Salisu,2,,3,23-243,221,1999,3,3,270
540,541,Tarek Salman,2,,11,25-011,14,1997,1,0,8
541,542,Alex Sandro,2,,17,31-324,66,1991,3,2,190
542,543,Leroy Sané,3,2,32,26-339,92,1996,2,1,111
543,544,Na Sang-ho,3,,31,26-126,222,1996,2,1,119
544,545,Pablo Sarabia,3,,14,30-219,147,1992,1,0,3
545,546,Josh Sargent,3,,1,22-299,223,2000,3,2,157
546,547,Jeremy Sarmiento,1,3,28,20-183,73,2002,3,0,85
547,548,Ismaila Sarr,3,1,5,24-294,224,1998,4,4,344
548,549,Ferjani Sassi,1,2,2,30-273,22,1992,2,0,48
549,550,Fabian Schär,2,,10,30-361,144,1991,2,2,135
550,551,Nico Schlotterbeck,2,,32,23-015,56,1999,2,1,94
551,552,Kasper Schmeichel,4,,20,36-041,213,1986,3,3,270
552,553,Haris Seferović,3,,10,30-297,192,1992,3,0,71
553,554,Alidu Seidu,2,,3,22-195,225,2000,2,2,155
554,555,Antoine Semenyo,3,1,3,22-343,226,2000,2,0,20
555,556,Kim Seung-gyu,4,,31,32-077,5,1990,4,4,360
556,557,Paik Seung-ho,1,,31,25-274,143,1997,1,0,26
557,558,Yasser Al-Shahrani,2,,4,30-205,4,1992,1,1,89
558,559,Xherdan Shaqiri,3,1,10,31-067,227,1991,3,3,229
559,560,Riyadh Sharahili,1,,4,29-232,118,1993,1,0,54
560,561,Luke Shaw,2,,16,27-157,35,1995,5,5,424
561,562,Saad Al Sheeb,4,,11,32-300,14,1990,1,1,90
562,563,Saleh Al-Shehri,3,,4,29-045,4,1993,3,3,223
563,564,André Silva,3,,30,27-040,104,1995,1,0,26
564,565,António Silva,2,,30,19-047,47,2003,1,1,90
565,566,Bernardo Silva,1,,30,28-128,18,1994,5,4,356
566,567,Thiago Silva,2,,17,38-085,44,1984,4,4,390
567,568,Unai Simón,4,,14,25-188,228,1997,4,4,390
568,569,Xavi Simons,3,1,13,19-239,130,2003,1,0,9
569,570,Ellyes Skhiri,1,,2,27-220,229,1995,3,3,270
570,571,Michał Skóraś,1,,26,22-304,230,2000,1,0,45
571,572,Andreas Skov Olsen,3,1,20,22-352,69,1999,2,2,132
572,573,Robert Skov,2,,20,26-210,173,1996,1,0,22
573,574,Naïm Sliti,1,3,2,30-142,231,1992,2,1,114
574,575,Carlos Soler,1,,14,25-348,147,1997,2,0,92
575,576,Yuki Soma,3,1,22,25-294,232,1997,1,1,81
576,577,Yann Sommer,4,,10,33-364,116,1988,3,3,270
577,578,Borna Sosa,2,,25,24-329,117,1998,5,5,424
578,579,Harry Souttar,2,,23,24-055,233,1998,4,4,360
579,580,Djibril Sow,1,,10,25-313,140,1997,4,4,264
580,581,Renato Steffen,3,,10,31-043,234,1991,1,0,32
581,582,Raheem Sterling,3,,16,28-008,44,1994,3,2,149
582,583,John Stones,2,,16,28-202,18,1994,5,5,434
583,584,Luis Suárez,3,,27,35-326,217,1987,3,2,146
584,585,Niklas Süle,2,,32,27-104,56,1995,3,3,269
585,586,Kamaldeen Sulemana,3,,3,20-304,110,2002,2,0,58
586,587,Karol Świderski,3,,26,25-327,235,1997,1,1,45
587,588,Wojciech Szczęsny,4,,26,32-242,66,1990,4,4,360
588,589,Damian Szymański,1,,26,27-183,146,1995,1,0,29
589,590,Sebastian Szymański,1,,26,23-220,158,1999,2,2,134
590,591,Dušan Tadić,1,3,24,34-026,26,1988,3,3,257
591,592,Nicolás Tagliafico,2,,8,30-107,236,1992,5,2,254
592,593,Montassar Talbi,2,,2,24-204,237,1998,3,3,270
593,594,Hassan Al Tambakti,2,,4,23-310,5,1999,2,2,180
594,595,Ao Tanaka,1,,22,24-097,238,1998,3,2,171
595,596,Shogo Taniguchi,2,,22,31-154,239,1991,2,2,210
596,597,Mehdi Taremi,3,,21,30-151,95,1992,3,3,270
597,598,Kenneth Taylor,1,,13,20-214,26,2002,1,0,5
598,599,Aurélien Tchouaméni,1,,29,22-323,39,2000,6,6,501
599,600,Yeltsin Tejeda,1,,12,30-274,93,1992,3,3,269
600,601,Alex Telles,2,,17,30-001,11,1992,2,1,59
601,602,Sorba Thomas,1,,18,23-116,240,1999,1,0,1
602,603,Marcus Thuram,3,,29,25-132,116,1997,4,0,71
603,604,Youri Tielemans,1,,15,25-223,30,1997,3,1,95
604,605,Jurriën Timber,2,,13,21-182,26,2001,4,4,390
605,606,Karl Toko Ekambi,3,1,6,30-093,236,1992,3,2,166
606,607,Nouhou Tolo,2,,6,25-176,196,1997,3,3,270
607,608,Takehiro Tomiyasu,2,1,22,24-041,162,1998,3,1,187
608,609,Mehdi Torabi,1,,21,28-097,55,1994,3,0,62
609,610,Félix Torres Caicedo,2,,28,25-339,241,1997,3,3,270
610,611,Ferrán Torres,3,,14,22-290,19,2000,4,3,217
611,612,Gerson Torres,1,,12,25-110,93,1997,1,1,64
612,613,Pau Torres,2,,14,25-334,124,1997,1,1,90
613,614,Kieran Trippier,2,,16,32-088,144,1990,3,2,206
614,615,Leandro Trossard,3,1,15,28-012,73,1994,3,1,103
615,616,Matt Turner,4,,1,28-175,162,1994,4,4,360
616,617,Ayase Ueda,3,,22,24-097,242,1998,1,1,45
617,618,Hwang Ui-jo,3,1,31,30-110,6,1992,4,1,106
618,619,Dayot Upamecano,2,,29,24-050,92,1998,4,4,360
619,620,Enner Valencia,3,1,28,33-042,52,1989,3,3,255
620,621,Federico Valverde,1,,27,24-147,39,1998,3,3,270
621,622,Virgil van Dijk,2,,13,31-161,21,1991,5,5,480
622,623,Raphaël Varane,2,,29,29-235,35,1993,5,5,406
623,624,Guillermo Varela,2,,27,29-267,101,1993,3,2,183
624,625,Ruben Vargas,3,,10,24-133,142,1998,4,4,285
625,626,Matías Vecino,1,,27,31-114,193,1991,3,2,195
626,627,Alexis Vega,3,,19,25-021,25,1997,3,3,193
627,628,Miloš Veljković,2,,24,27-081,128,1995,3,3,221
628,629,Johan Venegas,3,1,12,34-019,62,1988,1,1,73
629,630,Jordan Veretout,1,,29,29-290,107,1993,1,1,62
630,631,Jan Vertonghen,2,,15,35-236,243,1987,3,3,270
631,632,Matías Viña,2,,27,25-037,114,1997,2,0,17
632,633,Vitinha,1,,30,22-306,147,2000,3,1,120
633,634,Steven Vitória,2,,9,35-339,244,1987,3,3,270
634,635,Dušan Vlahović,3,,24,22-322,66,2000,2,1,79
635,636,Nikola Vlašić,3,1,25,25-073,182,1997,5,1,179
636,637,Mohammed Waad,1,2,11,23-089,14,1999,2,0,28
637,638,Kyle Walker,2,,16,32-202,18,1990,3,3,236
638,639,Danny Ward,4,,18,29-177,30,1993,2,1,94
639,640,Kendall Waston,2,,12,34-349,220,1988,3,2,225
640,641,Timothy Weah,3,,1,22-297,100,2000,4,4,316
641,642,Wout Weghorst,3,,13,30-131,155,1992,4,0,64
642,643,Wéverton,4,,17,35-003,245,1987,1,0,11
643,644,Silvan Widmer,2,,10,29-286,122,1993,3,3,265
644,645,Iñaki Williams,3,,3,28-184,228,1994,3,3,270
645,646,Neco Williams,2,,18,21-247,127,2001,3,3,204
646,647,Nico Williams,3,,14,20-157,228,2002,4,1,146
647,648,Callum Wilson,3,,16,30-292,144,1992,2,0,48
648,649,Harry Wilson,1,3,18,25-269,159,1997,3,2,160
649,650,Roan Wilson,1,,12,20-229,246,2002,1,0,1
650,651,Axel Witsel,1,,15,33-338,77,1989,3,3,270
651,652,Jeong Woo-yeong,1,,31,23-087,109,1999,1,1,45
652,653,Jung Woo-young,1,,31,33-002,14,1989,4,4,303
653,654,Christopher Wooh,2,,6,21-089,110,2001,1,1,90
654,655,David Wotherspoon,1,,9,32-334,247,1990,1,0,15
655,656,Bailey Wright,2,,23,30-141,58,1992,1,0,17
656,657,Haji Wright,3,,1,24-264,248,1998,4,1,137
657,658,Granit Xhaka,1,,10,30-080,162,1992,4,4,360
658,659,Miki Yamane,2,1,22,28-359,239,1993,1,1,61
659,660,Jawad El Yamiq,2,,7,30-290,210,1992,5,2,244
660,661,Taha Yassine Khenissi,3,,2,30-344,249,1992,2,0,29
661,662,DeAndre Yedlin,2,,1,29-160,250,1993,2,0,33
662,663,Maya Yoshida,2,,22,34-114,251,1988,4,4,390
663,664,Kim Young-gwon,2,,31,32-292,252,1990,4,4,350
664,665,Cho Yumin,3,,31,26-029,253,1996,1,0,1
665,666,Denis Zakaria,1,,10,26-026,44,1996,2,0,59
666,667,Nicola Zalewski,1,,26,20-327,114,2002,2,1,65
667,668,Andre-Frank Zambo Anguissa,1,,6,27-030,181,1995,3,3,260
668,669,Álvaro Zamora,1,,12,20-282,220,2002,1,0,30
669,670,Piotr Zieliński,1,3,26,28-210,181,1994,4,4,328
670,671,Walker Zimmerman,2,,1,29-211,194,1993,4,3,279
671,672,Andrija Živković,2,,24,26-158,254,1996,3,3,210
672,673,Hakim Ziyech,3,1,7,29-272,44,1993,6,6,545
673,674,Filip Đuričić,1,3,24,30-320,60,1992,2,0,14
674,675,Alisson,4,,17,30-075,21,1992,4,4,379
675,676,Lawrence Ati-Zigi,4,,3,26-017,40,1996,3,3,270
676,677,Meshaal Barsham,4,,11,24-305,14,1998,2,2,180
677,678,Alireza Beiranvand,4,,21,30-086,55,1992,2,2,109
678,679,Milan Borjan,4,,9,35-054,63,1987,3,3,270
679,680,Yassine Bounou,4,,7,31-255,11,1991,5,5,480
680,681,Diogo Costa,4,,30,23-088,95,1999,5,5,450
681,682,Thibaut Courtois,4,,15,30-219,39,1992,3,3,270
682,683,Aimen Dahmen,4,,2,25-322,97,1997,3,3,270
683,684,Ederson,4,,17,29-121,18,1993,1,1,90
684,685,Devis Epassy,4,,6,29-317,118,1993,2,2,180
685,686,Hernán Galíndez,4,,28,35-261,131,1987,3,3,270
686,687,Shūichi Gonda,4,,22,33-288,138,1989,4,4,390
687,688,Wayne Hennessey,4,,18,35-326,127,1987,2,2,175
688,689,Hossein Hosseini,4,,21,30-169,87,1992,2,1,161
689,690,Gregor Kobel,4,,10,25-010,56,1997,1,1,90
690,691,Dominik Livaković,4,,25,27-341,179,1995,6,6,600
691,692,Hugo Lloris,4,,29,35-355,59,1986,5,5,450
692,693,Steve Mandanda,4,,29,37-263,110,1985,1,1,90
693,694,Emiliano Martínez,4,,8,30-105,53,1992,6,6,570
694,695,Edouard Mendy,4,,5,30-290,44,1992,4,4,360
695,696,Vanja Milinković-Savić,4,,24,25-299,182,1997,3,3,270
696,697,Munir,4,,7,33-220,112,1989,1,1,90
697,698,Keylor Navas,4,,12,36-001,147,1986,3,3,270
698,699,Manuel Neuer,4,,32,36-264,92,1986,3,3,270
699,700,Andries Noppert,4,,13,28-253,203,1994,5,5,480
700,701,Guillermo Ochoa,4,,19,37-156,37,1985,3,3,270
701,702,André Onana,4,,6,26-258,68,1996,1,1,80
702,703,Mohammed Al-Owais,4,,4,31-067,4,1991,3,3,270
703,704,Jordan Pickford,4,,16,28-284,132,1994,5,5,450
704,705,Sergio Rochet,4,,27,29-268,217,1993,3,3,270
705,706,Mathew Ryan,4,,23,30-252,94,1992,4,4,360
706,707,Kasper Schmeichel,4,,20,36-041,213,1986,3,3,270
707,708,Kim Seung-gyu,4,,31,32-077,5,1990,4,4,360
708,709,Saad Al Sheeb,4,,11,32-300,14,1990,1,1,90
709,710,Unai Simón,4,,14,25-188,228,1997,4,4,390
710,711,Yann Sommer,4,,10,33-364,116,1988,3,3,270
711,712,Wojciech Szczęsny,4,,26,32-242,66,1990,4,4,360
712,713,Matt Turner,4,,1,28-175,162,1994,4,4,360
713,714,Danny Ward,4,,18,29-177,30,1993,2,1,94
714,715,Wéverton,4,,17,35-003,245,1987,1,0,11
